epiweek,AC,RS,BA,SC,TO,RN,CE,RJ,PR,RR,RO,SP,AM,AL,AP,SE,MG,MA,MS,PA,MT,GO,ES,PI,DF,PB,PE
201810,6,2,117,2,12,62,61,1109,17,0,3,7,0,3,2,0,459,14,17,244,773,2,5,15,1,25,22
201811,3,1,149,0,7,71,70,1352,7,1,2,17,0,2,7,2,700,24,11,238,660,1,14,17,4,22,20
201812,1,2,133,1,4,37,49,1595,2,0,0,11,5,0,1,0,718,15,22,244,454,9,13,10,4,23,19
201813,3,3,125,1,6,35,46,1605,4,1,1,10,3,2,4,0,692,17,10,179,345,11,12,14,1,17,18
201814,1,2,131,2,6,35,76,1897,6,1,3,11,1,5,5,2,1053,27,17,197,424,5,17,15,1,53,41
201815,2,3,98,0,6,32,79,1890,3,1,1,14,1,5,10,1,1085,21,9,207,317,3,11,9,5,15,39
201816,1,0,102,2,9,39,69,1835,0,0,2,10,0,5,10,1,939,28,22,217,268,3,12,20,0,17,42
201817,1,3,90,0,7,48,41,1638,1,0,2,13,0,2,8,0,750,28,5,147,237,5,9,16,0,17,33
201818,2,6,122,1,10,71,37,2009,4,2,1,9,2,0,4,3,793,29,6,238,205,11,18,30,2,45,40
201819,1,1,139,2,9,81,25,1831,2,1,2,11,5,3,14,2,737,34,8,196,187,3,24,25,3,41,59
201820,0,0,152,1,2,55,35,1863,0,0,1,9,0,0,3,1,537,35,4,185,120,5,20,13,3,28,38
201821,1,3,179,0,10,54,34,1391,1,1,2,7,4,1,3,5,258,22,5,183,96,5,27,1,1,30,16
201822,2,3,156,0,4,52,28,1210,2,0,4,10,0,1,6,3,162,11,9,175,90,5,13,18,1,25,23
201823,4,2,190,0,2,55,24,1294,0,0,1,9,5,6,1,0,163,12,2,178,54,2,33,14,1,39,27
201824,3,0,171,1,4,68,29,1206,1,0,2,17,0,9,2,1,148,9,2,156,74,0,23,13,0,40,27
201825,4,1,107,1,2,58,31,982,0,2,1,13,0,2,1,0,114,14,3,132,52,3,23,13,0,47,12
201826,2,0,72,1,4,74,13,1070,1,0,0,8,0,1,3,0,81,7,3,163,30,1,26,12,0,38,15
201827,3,0,62,1,1,108,27,1073,0,1,1,10,1,7,4,0,83,8,2,120,36,2,26,25,0,38,25
201828,2,0,64,1,5,112,26,954,2,0,1,12,2,8,3,0,65,7,2,131,17,0,21,36,1,40,16
201829,4,0,67,0,4,143,23,843,2,0,0,5,0,7,2,2,46,4,4,108,29,0,19,19,0,22,27
201830,5,1,67,2,2,118,20,684,0,0,1,8,2,9,3,0,34,8,0,131,21,2,24,16,1,23,20
201831,5,3,102,0,2,78,13,547,1,0,2,6,4,9,7,0,48,9,1,194,17,0,15,21,1,18,22
201832,5,1,100,3,5,63,18,478,0,2,0,10,5,5,7,1,38,11,1,169,21,1,10,10,0,15,22
201833,8,1,96,0,5,43,17,482,0,0,1,10,0,7,1,0,15,9,1,179,16,2,21,10,3,14,24
201834,4,0,96,3,4,48,15,369,0,1,1,17,4,4,3,1,20,5,3,203,13,0,15,6,2,15,17
201835,2,1,56,0,2,35,13,332,0,1,0,17,2,7,6,1,27,3,2,169,10,1,9,7,5,17,23
201836,6,0,38,0,4,50,13,240,1,0,2,11,1,4,1,0,17,8,6,172,14,0,6,7,4,15,17
201837,2,0,46,1,1,49,10,266,1,0,1,16,1,5,1,1,14,9,6,177,7,0,8,5,4,18,14
201838,10,1,33,3,0,35,11,243,1,0,1,17,2,2,1,1,18,6,4,121,11,1,13,5,1,9,25
201839,6,0,32,0,1,10,6,281,1,2,0,17,2,3,4,0,10,1,6,105,3,1,10,10,0,10,12
201840,14,0,26,0,6,11,7,316,1,1,0,22,0,1,4,1,19,8,3,107,11,3,7,6,1,11,20
201841,14,1,20,1,2,12,9,281,0,3,0,11,2,4,3,0,17,5,2,113,10,4,9,2,1,10,18
201842,17,0,15,0,2,23,14,272,1,2,0,17,1,3,2,0,13,7,2,118,12,6,7,8,1,9,13
201843,19,0,18,0,2,8,8,297,1,1,0,17,1,2,1,1,17,3,6,97,7,5,4,5,1,7,11
201844,26,0,7,1,4,9,11,262,1,1,1,17,0,4,2,0,16,7,1,122,10,5,6,10,0,11,16
201845,15,0,11,0,5,9,10,279,2,1,1,14,0,7,3,0,12,9,3,111,18,4,4,3,1,4,15
201846,13,0,17,0,2,14,9,247,0,0,0,13,3,3,1,1,19,1,2,110,16,1,8,4,1,6,20
201847,6,0,19,0,1,14,12,290,0,0,0,17,0,7,3,0,24,4,1,87,17,4,6,0,1,5,15
201848,7,0,11,2,10,7,10,365,1,0,0,17,0,7,2,0,21,5,1,87,12,3,6,3,1,9,20
201849,3,0,11,0,10,11,10,395,5,1,0,18,1,1,1,1,27,4,4,86,28,5,4,2,1,8,19
201850,8,0,17,0,14,13,7,470,0,1,0,17,0,2,1,0,19,2,3,77,22,2,8,3,1,6,18
201851,8,0,8,2,2,13,8,370,1,1,0,5,0,2,1,0,16,3,0,59,10,0,7,4,2,3,11
201852,2,1,6,1,2,6,5,208,1,0,0,4,1,1,0,0,6,3,0,42,2,3,1,2,0,4,4
201901,4,2,31,1,5,17,10,917,3,0,0,11,2,4,2,1,29,11,6,126,9,0,18,5,3,15,22
201902,13,0,41,1,4,14,15,922,5,0,1,26,4,2,0,0,38,23,2,134,19,2,9,3,2,13,17
201903,14,1,31,1,7,16,25,900,0,0,0,25,0,4,1,1,53,15,4,130,12,0,7,8,2,10,15
201904,5,0,31,2,8,15,16,903,3,0,0,30,1,7,1,1,72,7,3,176,14,1,15,13,2,11,22
201905,4,2,35,3,4,19,18,773,4,0,1,34,1,2,1,0,68,4,1,212,13,0,15,4,5,21,25
201906,5,3,39,5,11,9,24,958,2,0,2,32,1,9,1,2,64,8,5,198,14,4,10,12,4,12,41
201907,4,0,43,1,11,17,34,958,2,0,2,24,7,9,3,0,67,11,4,242,11,4,13,7,3,16,39
201908,5,1,49,1,7,19,27,914,3,0,8,25,2,9,1,2,56,15,7,192,12,4,6,19,6,29,30
201909,0,0,35,1,10,28,27,903,4,0,2,26,0,9,1,0,76,18,5,156,6,5,7,3,10,12,39
201910,0,3,30,3,9,40,39,1121,4,0,3,35,3,15,0,0,46,35,6,172,10,2,14,7,7,27,29
201911,0,1,44,5,14,78,35,1710,7,1,9,35,0,14,4,0,94,71,9,176,16,3,19,22,6,18,40
201912,1,2,39,0,13,97,31,2316,10,0,8,47,5,11,4,1,55,53,10,129,21,2,13,43,9,35,44
201913,0,3,59,2,5,72,39,2798,11,0,6,44,2,17,2,0,85,38,6,72,19,1,31,41,10,36,30
201914,0,1,83,1,9,127,52,4167,12,0,3,48,0,12,1,0,102,39,12,95,23,7,20,38,6,43,43
201915,0,3,89,6,4,160,66,4336,9,0,3,41,3,23,1,0,118,36,7,81,24,0,25,45,10,56,74
201916,0,0,159,3,3,198,62,4835,11,0,6,53,1,27,1,0,136,34,4,73,19,5,32,40,4,53,58
201917,0,2,99,1,9,194,62,5048,12,1,1,43,0,21,0,0,130,35,7,91,13,2,38,67,7,60,80
201918,0,3,150,7,13,381,65,6198,17,0,3,54,1,58,0,0,133,27,9,85,22,9,87,52,10,99,86
201919,0,1,210,4,5,481,68,6532,15,1,4,61,6,69,0,0,147,26,7,87,18,3,96,58,9,42,81
201920,0,9,201,6,4,491,56,5839,6,1,3,42,3,60,0,2,136,18,1,70,21,8,85,56,10,49,84
201921,0,5,442,7,1,607,58,4883,4,1,0,42,7,77,0,3,154,35,2,48,15,6,79,44,10,46,83
201922,1,3,462,7,2,608,40,4467,6,1,0,48,6,73,0,1,104,21,2,47,6,3,62,30,12,67,72
201923,1,2,511,4,2,575,34,3601,10,2,0,34,6,91,0,0,91,17,4,63,13,3,63,34,17,48,76
201924,0,0,492,7,5,524,48,3086,2,0,0,19,5,74,0,6,66,9,5,52,11,3,64,20,8,44,76
201925,0,5,469,0,4,577,47,2576,4,0,0,17,1,95,1,9,61,16,2,36,13,2,65,24,5,35,53
201926,0,2,483,3,4,590,23,2324,4,1,0,20,0,89,0,4,48,11,3,67,10,2,62,21,3,28,80
201927,0,2,584,0,1,757,21,2615,3,1,0,10,3,118,1,5,48,8,2,68,7,4,69,32,1,43,69
201928,2,0,616,4,0,713,18,1606,3,1,1,22,1,120,0,15,30,5,6,50,5,0,48,20,3,44,63
201929,0,1,584,1,1,734,6,1284,0,1,4,9,0,115,0,18,30,6,0,39,7,3,49,23,3,22,54
201930,0,1,392,2,0,589,16,981,1,2,1,21,1,76,1,15,11,5,2,25,4,2,23,10,1,17,58
201931,0,3,344,4,2,554,16,864,1,0,0,15,0,66,1,17,21,5,1,31,2,0,41,7,3,33,43
201932,0,2,312,1,1,589,13,643,3,4,2,5,2,68,0,20,17,4,1,25,6,0,32,7,2,46,59
201933,0,1,320,1,0,512,16,573,5,0,0,11,1,48,0,17,13,13,1,18,2,1,23,7,0,36,56
201934,0,2,259,1,2,490,23,369,1,0,0,12,0,39,0,21,23,8,0,21,4,2,22,5,0,22,61
201935,0,0,295,0,0,371,12,303,1,1,3,14,0,33,0,11,23,4,1,19,1,0,12,5,1,50,53
201936,0,0,269,0,0,438,10,350,2,1,1,9,1,30,1,15,14,2,1,34,3,0,23,3,4,26,72
201937,0,2,236,1,1,353,6,267,0,1,1,10,2,49,0,15,23,5,0,12,3,0,14,0,2,23,73
201938,0,0,215,1,0,253,10,258,1,2,0,12,2,24,0,17,22,4,0,7,4,0,16,3,1,23,70
201939,0,1,150,1,1,201,12,167,1,0,2,7,1,12,0,11,23,0,3,12,2,0,12,6,0,24,47
201940,0,1,177,1,1,207,17,264,0,2,1,11,1,20,0,9,12,8,2,12,3,1,15,4,0,46,81
201941,0,1,229,1,0,198,14,285,3,0,0,12,2,16,0,7,6,6,1,10,1,0,23,2,2,26,52
201942,0,2,193,1,0,201,7,263,2,3,1,13,0,9,0,10,17,5,0,8,5,0,17,6,0,45,62
201943,0,0,202,1,1,163,5,201,2,1,4,9,0,7,0,10,9,7,1,19,9,1,28,3,2,48,44
201944,0,1,236,1,0,76,5,167,1,2,2,10,1,3,1,9,12,3,3,8,11,1,22,2,0,41,40
201945,2,1,198,2,0,81,3,188,3,2,2,11,0,2,0,7,12,2,1,6,10,1,25,5,1,24,47
201946,0,0,166,0,4,52,4,176,1,2,1,9,0,6,0,7,14,1,1,10,5,1,16,7,0,19,39
201947,0,1,221,2,1,59,12,191,4,2,3,18,0,3,0,4,11,4,1,9,8,1,18,4,3,23,43
201948,1,0,162,0,1,47,4,199,3,3,5,9,0,1,0,4,14,3,0,8,5,0,27,6,5,17,35
201949,3,0,165,3,0,37,13,217,5,0,5,12,1,4,0,3,15,3,1,12,6,1,29,1,0,21,23
201950,2,0,156,1,1,26,3,227,3,0,2,11,1,2,0,2,23,1,4,14,8,3,110,2,6,15,18
201951,1,0,126,4,4,28,1,212,2,0,3,7,0,1,0,4,11,2,2,10,7,0,177,3,0,12,25
201952,1,0,138,1,0,27,4,169,4,0,0,10,2,1,0,1,13,1,2,12,5,1,288,3,0,20,11
202001,0,1,169,1,2,57,5,297,4,0,1,13,0,1,1,5,18,3,2,12,10,0,299,2,0,15,22
202002,1,1,220,3,1,45,6,297,8,0,2,15,0,1,1,1,34,7,14,22,10,0,357,1,2,20,29
202003,1,2,214,2,2,36,7,290,5,1,1,13,1,0,0,1,41,11,6,16,14,0,424,6,0,26,13
202004,2,0,252,3,1,31,14,250,9,0,3,4,2,3,2,0,37,5,13,14,17,0,436,5,1,14,21
202005,2,0,283,1,1,30,18,316,14,0,5,18,0,1,1,1,59,5,11,26,17,0,400,2,1,6,33
202006,0,1,353,4,3,54,16,217,25,0,3,15,0,1,0,1,51,14,22,26,14,3,372,3,2,11,35
202007,4,0,444,1,0,46,13,264,33,0,12,19,0,0,0,2,67,15,13,20,18,3,371,8,2,14,38
202008,2,3,447,3,4,61,25,226,30,0,2,14,1,1,1,0,54,7,4,21,12,0,349,6,1,6,22
202009,0,3,609,6,2,63,24,189,36,1,1,12,0,2,0,2,52,9,9,23,8,4,284,6,3,10,24
202010,2,3,742,5,4,101,46,218,34,1,4,30,0,2,0,4,68,9,15,33,21,1,426,11,6,14,40
202011,1,2,799,3,2,116,33,140,33,0,3,21,0,1,0,9,60,8,11,27,16,3,250,7,5,17,41
202012,0,3,603,0,0,68,16,75,18,0,2,9,0,2,0,6,59,2,5,20,22,1,230,6,1,14,19
202013,0,3,694,1,1,53,15,50,10,0,6,13,0,3,0,3,62,8,4,7,16,0,102,2,1,11,20
202014,0,1,1021,1,2,92,15,52,13,0,2,14,0,0,0,4,79,6,5,5,11,4,29,1,4,10,24
202015,0,3,1476,2,2,104,24,43,10,0,7,10,3,5,0,2,101,5,1,11,15,0,1,3,4,12,16
202016,1,0,1903,2,2,136,26,55,10,1,1,8,0,4,0,6,120,9,4,12,10,0,0,6,4,19,19
202017,0,0,2025,2,1,178,35,50,11,0,1,8,0,6,0,14,116,8,4,5,7,2,0,7,4,27,26
202018,0,0,2257,1,0,138,35,38,9,0,1,16,1,5,0,10,151,5,2,5,13,2,0,5,4,36,38
202019,1,2,2660,2,3,198,29,55,13,0,4,13,0,10,0,8,136,0,2,3,12,0,0,5,14,21,40
202020,3,3,2675,2,0,226,34,43,6,0,1,22,1,7,0,29,131,3,5,0,7,0,0,13,2,29,75
202021,2,2,2433,3,1,179,37,28,7,0,2,9,1,2,0,38,100,4,1,3,8,4,0,13,5,34,76
202022,3,1,2422,2,1,240,19,29,2,0,3,8,1,1,0,50,78,4,0,1,11,1,0,1,8,56,77
202023,1,0,2195,4,0,210,38,28,3,0,1,11,2,3,0,67,67,3,4,5,8,2,0,12,3,55,132
202024,1,0,1993,2,1,234,19,23,2,1,2,12,0,4,0,97,58,3,0,4,8,1,0,8,7,70,147
202025,1,0,1700,5,0,323,24,18,3,0,3,9,0,5,0,129,51,5,2,3,5,2,0,3,1,87,208
202026,0,0,1296,10,2,275,22,7,3,0,0,7,3,2,0,142,53,1,1,2,1,0,0,0,0,96,217
202027,1,1,1394,2,0,308,36,24,1,0,0,15,0,2,0,203,35,1,1,5,1,2,0,1,2,125,320
202028,2,1,1203,2,0,263,44,26,2,0,0,13,1,6,0,251,33,2,3,4,1,4,0,5,5,119,282
202029,3,1,1020,1,0,206,32,27,2,0,0,4,0,2,0,242,28,3,0,1,2,0,0,1,3,117,291
202030,5,0,801,1,0,222,36,18,0,0,1,5,1,9,0,278,31,2,2,2,1,1,0,3,5,83,331
202031,1,1,622,1,1,166,38,16,1,0,1,14,2,9,0,225,23,2,0,2,1,0,0,4,2,87,240
202032,1,0,406,1,2,190,39,16,1,0,1,2,0,6,0,291,21,2,0,4,1,0,0,1,2,80,234
202033,0,0,394,0,1,131,37,17,2,0,1,4,2,7,0,225,20,5,1,3,2,2,0,4,1,86,240
202034,0,0,278,4,0,87,29,14,3,0,1,8,1,9,0,174,13,3,1,1,4,2,0,0,4,69,211
202035,0,0,274,1,2,77,22,9,1,1,0,7,0,5,0,161,22,3,1,1,2,0,0,0,4,52,202
202036,1,0,197,0,0,59,18,13,3,0,0,7,0,4,0,195,21,2,1,2,1,0,0,1,2,35,159
202037,0,1,174,0,1,52,20,20,2,0,1,9,0,4,0,142,20,1,1,9,1,1,0,0,1,50,173
202038,0,0,169,1,0,43,12,11,0,0,3,3,0,1,0,118,24,2,0,2,0,0,0,1,0,39,157
202039,1,0,167,0,0,36,11,7,1,1,1,8,0,3,0,140,33,3,0,1,0,0,0,4,3,32,151
202040,0,2,152,2,1,27,19,19,1,0,1,2,1,2,0,107,27,2,1,3,0,1,0,3,3,22,142
202041,0,1,155,0,1,36,10,11,2,1,0,6,0,6,0,90,40,2,1,1,1,0,0,1,2,26,127
202042,0,0,198,2,0,27,6,13,2,1,0,3,1,4,0,64,37,0,0,2,0,0,0,2,3,22,92
202043,1,1,162,0,0,22,6,14,2,0,0,6,0,3,0,52,29,0,2,2,0,0,0,2,1,22,119
202044,0,2,141,1,0,18,12,6,14,0,0,6,1,2,0,41,31,2,1,1,0,0,0,0,0,19,81
202045,1,0,151,1,0,12,5,11,8,0,3,7,1,2,0,47,37,1,2,1,0,0,0,1,1,19,83
202046,1,0,131,2,0,15,8,30,0,0,0,11,0,1,2,26,55,0,2,2,0,0,0,2,5,11,53
202047,5,0,98,0,0,15,10,14,3,0,1,9,0,1,0,12,93,3,1,2,2,1,0,3,1,21,75
202048,1,1,113,0,1,14,6,14,3,0,8,10,0,0,0,23,128,0,2,2,1,0,0,0,0,18,50
202049,0,0,117,0,2,15,5,15,1,0,2,15,2,1,0,24,176,2,3,2,1,1,0,2,3,20,29
202050,1,0,54,1,1,13,10,8,1,1,5,9,2,1,0,21,182,1,0,5,0,0,0,1,2,13,45
202051,2,0,66,1,0,9,7,4,3,0,2,13,0,1,0,15,181,0,1,0,0,0,0,1,1,11,34
202052,1,0,46,1,0,5,2,1,0,0,0,15,2,0,0,3,72,3,0,1,0,2,0,0,0,2,23
202053,0,0,23,1,0,6,2,3,0,0,0,4,0,0,0,2,32,0,0,0,1,1,0,0,0,1,8
202101,8,0,143,3,1,7,7,10,0,0,1,65,2,1,1,14,118,3,1,5,1,2,0,2,2,43,58
202102,25,0,183,2,2,12,6,10,2,0,3,89,1,0,2,10,138,3,4,3,3,0,0,5,1,45,63
202103,14,0,192,4,1,12,4,9,3,1,2,181,0,0,2,20,84,4,3,2,3,1,0,3,1,64,77
202104,12,1,201,5,0,16,13,5,1,0,3,237,1,0,1,18,68,1,3,14,2,5,0,0,0,85,74
202105,6,1,341,7,2,18,18,3,4,3,2,423,2,3,0,28,80,4,7,8,6,1,0,1,4,149,120
202106,10,3,314,5,1,23,9,10,0,0,3,491,0,2,0,22,87,2,6,4,5,2,0,3,0,140,105
202107,9,3,364,6,2,19,9,5,2,0,1,704,0,0,0,22,103,0,7,4,4,8,0,1,1,169,154
202108,14,1,420,3,3,18,19,13,3,1,1,793,1,3,1,14,105,4,5,2,4,2,0,0,0,95,129
202109,21,9,724,3,3,34,21,16,7,0,3,1173,1,6,0,25,140,3,3,8,2,5,0,1,1,83,135
202110,23,18,810,3,4,66,20,13,9,0,5,1275,2,3,3,28,196,1,8,8,6,3,0,0,3,74,219
202111,32,44,914,0,7,87,15,14,9,0,9,1473,3,3,1,19,235,0,12,7,15,11,0,4,1,81,213
202112,6,35,847,3,2,97,17,17,16,1,4,1426,5,0,1,8,289,0,9,9,9,13,0,1,2,82,198
202113,5,31,739,3,4,122,22,9,18,0,6,1570,2,1,1,16,250,2,10,5,3,22,0,1,1,81,279
202114,2,31,510,4,4,145,28,14,13,1,2,1479,1,1,1,17,287,0,9,12,8,28,0,2,4,93,364
202115,0,20,462,1,4,177,21,19,8,3,5,1159,2,2,1,17,259,1,6,8,7,24,0,4,4,114,412
202116,0,28,478,4,6,296,20,11,8,2,3,998,2,2,3,15,301,0,2,11,9,35,0,6,5,137,531
202117,2,15,528,4,3,253,22,16,12,1,2,879,3,1,0,34,273,3,3,9,5,31,0,13,5,133,700
202118,0,17,584,3,6,250,29,21,13,1,6,681,4,2,0,41,288,4,3,8,7,29,0,9,12,203,992
202119,2,3,632,8,8,196,27,17,9,2,6,524,5,4,1,35,278,3,7,8,3,39,0,8,18,219,1393
202120,2,5,612,1,10,195,35,33,10,1,1,424,8,8,0,54,269,4,1,5,7,31,0,9,14,274,1780
202121,1,5,566,3,10,253,17,11,2,1,3,324,3,6,1,72,258,2,0,9,4,33,0,5,14,306,1871
202122,2,2,465,5,12,213,31,5,2,1,4,272,9,5,2,63,223,1,4,4,1,40,0,14,5,406,2176
202123,5,2,461,3,7,205,38,15,2,3,3,227,8,12,2,94,204,2,1,1,7,29,0,13,13,381,2099
202124,2,0,303,0,8,205,42,26,2,1,5,169,7,12,1,107,162,2,1,4,5,24,0,5,11,358,1926
202125,0,1,218,1,11,128,40,23,0,0,2,121,8,19,2,106,137,6,5,1,2,24,0,6,11,385,1980
202126,5,2,247,1,5,152,41,11,1,3,3,104,4,21,2,92,94,5,3,3,5,19,0,8,8,447,1842
202127,2,1,203,2,4,134,37,14,3,2,3,75,10,14,1,99,63,7,4,1,4,8,0,16,4,442,1542
202128,1,3,138,1,6,88,61,11,1,4,1,52,8,16,0,113,62,0,4,7,1,10,0,11,7,394,1198
202129,2,0,125,0,6,77,48,14,1,2,2,52,2,30,2,105,46,4,2,5,4,4,0,10,5,421,1116
202130,0,3,96,2,6,76,42,10,2,0,3,35,5,24,3,108,41,3,0,4,5,8,0,13,7,418,1015
202131,1,2,81,2,6,94,39,11,0,1,0,34,4,34,7,133,26,1,2,2,5,7,0,13,3,312,854
202132,0,0,76,0,7,83,37,5,3,4,1,42,2,32,18,151,34,4,0,0,3,3,0,3,2,379,720
202133,0,1,56,1,8,86,33,10,1,0,3,35,4,20,2,105,24,2,4,1,2,8,0,8,3,331,645
202134,0,0,40,0,2,63,35,4,0,1,1,27,5,26,2,108,22,0,0,4,2,1,0,4,3,295,502
202135,0,0,38,0,1,50,21,5,1,1,0,22,3,20,3,119,18,1,2,6,1,2,0,2,0,295,400
202136,0,1,58,1,2,46,21,3,3,0,2,38,4,19,6,154,22,1,1,4,0,4,0,5,4,295,427
202137,1,0,39,0,4,48,22,8,2,1,2,32,3,21,2,139,14,7,1,1,2,2,0,1,2,272,409
202138,3,1,40,1,2,36,11,9,1,1,0,20,5,16,3,109,10,2,0,2,2,3,0,0,6,224,366
202139,1,0,38,0,3,43,18,6,0,0,3,29,3,21,2,89,8,9,1,0,1,1,0,1,4,210,302
202140,3,0,31,1,2,42,22,9,1,0,1,26,2,12,0,90,8,5,0,2,1,7,0,1,5,175,296
202141,1,0,36,0,3,46,30,5,2,1,0,20,3,6,0,74,15,7,2,4,1,7,0,1,2,210,214
202142,2,0,29,1,2,38,16,6,1,0,2,21,5,6,0,65,10,2,3,1,2,10,0,0,3,175,176
202143,3,0,23,3,1,29,22,4,0,0,1,15,2,10,1,36,11,0,0,4,1,0,0,0,1,134,189
202144,3,0,25,0,3,61,46,10,2,1,2,21,1,11,0,65,13,6,0,4,1,14,0,0,1,82,179
202145,0,1,34,0,9,62,39,5,0,1,1,26,1,9,0,72,13,3,6,1,2,5,0,0,2,79,153
202146,1,1,40,1,16,56,33,10,1,1,6,31,1,9,0,64,19,4,2,8,5,13,0,0,7,107,138
202147,2,2,55,4,20,84,46,7,4,0,0,27,2,8,1,76,24,2,4,4,4,14,0,0,7,108,110
202148,6,2,98,3,25,69,28,14,4,0,1,53,2,3,0,72,20,9,3,5,8,23,0,1,1,104,128
202149,3,3,72,2,50,63,22,7,2,0,3,52,0,1,0,97,27,21,4,9,2,31,0,1,2,103,73
202150,5,1,19,5,33,57,9,2,3,1,3,21,0,3,0,76,21,21,9,11,4,16,0,1,4,46,72
202151,1,0,9,7,8,30,45,5,1,0,4,6,2,0,0,19,23,35,1,2,5,3,0,0,1,16,53
202152,0,0,4,5,0,8,5,5,4,0,1,1,0,0,0,0,36,25,0,0,0,2,0,0,2,2,6
202201,0,1,214,12,37,55,44,19,2,1,9,29,1,6,1,29,57,28,1,5,4,95,0,7,4,72,49
202202,3,2,294,9,31,68,78,16,3,0,33,17,1,3,1,38,57,37,6,9,8,105,0,8,13,84,50
202203,0,2,396,8,51,47,120,13,0,0,6,23,1,8,0,29,71,16,2,4,5,135,0,17,13,79,99
202204,3,4,381,10,48,53,165,14,1,0,2,28,1,10,1,25,78,10,3,7,3,117,0,16,18,98,136
202205,5,2,488,21,47,56,328,23,0,0,1,17,0,8,0,44,87,15,2,7,5,164,0,38,15,179,170
202206,2,5,571,34,41,62,407,22,4,0,2,17,5,9,0,65,81,20,4,5,4,170,0,30,18,235,243
202207,4,3,633,60,43,92,590,15,4,0,1,27,5,20,1,56,86,22,0,5,6,164,0,50,20,319,265
202208,5,3,692,36,53,106,680,24,4,0,2,31,4,7,2,52,114,17,6,1,2,159,0,70,28,281,253
202209,5,7,978,55,58,155,1267,30,10,0,3,26,2,10,0,72,186,31,4,7,6,203,0,151,18,455,373
202210,1,13,1116,67,86,209,1489,38,7,1,1,38,6,15,0,66,305,97,7,5,6,203,0,225,27,466,387
202211,3,14,1012,49,78,250,1679,35,11,0,2,37,10,16,2,75,387,98,13,4,3,182,0,363,30,560,560
202212,1,11,890,38,129,195,1701,32,11,2,4,40,5,16,0,87,563,79,10,7,7,182,0,562,27,552,770
202213,2,12,979,36,126,227,1811,39,12,1,5,42,9,38,0,75,643,71,9,0,9,216,0,676,37,747,822
202214,0,14,775,52,155,222,1796,54,16,1,3,44,10,49,0,78,583,110,11,3,11,193,0,710,45,944,940
202215,0,17,667,47,222,299,2039,38,13,1,1,43,7,144,0,84,596,83,13,5,8,168,0,730,36,742,1059
202216,3,21,748,28,253,420,2470,45,14,0,7,44,16,163,0,101,483,86,10,8,8,175,0,932,37,767,1233
